__time,/force/header/stamp/nanosec,/force/header/stamp/sec,/force/wrench/force/x,/force/wrench/force/y,/force/wrench/force/z,/force/wrench/torque/x,/force/wrench/torque/y,/force/wrench/torque/z
1766484451.089019,24557.000000000,1766484451.000000000,-13.988140189,-3.218884037,-0.533536590,0.267297994,0.374003665,0.247371681
1766484451.104616,24558.000000000,1766484451.000000000,-14.976432703,-3.678724614,-0.304878051,0.271880245,0.367872457,0.241187389
1766484451.120988,24559.000000000,1766484451.000000000,-14.748365200,-3.832004806,-0.228658539,0.270352828,0.370938061,0.253555973
1766484451.136602,24560.000000000,1766484451.000000000,-14.596320198,-3.142243941,-0.609756103,0.270352828,0.369405259,0.244279535
1766484451.152409,24561.000000000,1766484451.000000000,-14.900410202,-3.832004806,-0.457317077,0.270352828,0.370938061,0.231910951
1766484451.169052,24562.000000000,1766484451.000000000,-14.596320198,-3.908644903,-0.533536590,0.270352828,0.370938061,0.228818805
1766484451.184445,24563.000000000,1766484451.000000000,-15.508590210,-4.291845383,-0.381097564,0.270352828,0.375536467,0.238095243
1766484451.200506,24564.000000000,1766484451.000000000,-14.976432703,-3.832004806,-0.609756103,0.270352828,0.367872457,0.235003097
1766484451.217060,24565.000000000,1766484451.000000000,-14.444275196,-3.525444422,-0.381097564,0.270352828,0.369405259,0.253555973
1766484451.232199,24566.000000000,1766484451.000000000,-14.748365200,-3.602084518,-0.457317077,0.270352828,0.374003665,0.238095243
1766484451.248652,24567.000000000,1766484451.000000000,-14.900410202,-4.061925095,-0.381097564,0.270352828,0.374003665,0.235003097
1766484451.265002,24568.000000000,1766484451.000000000,-14.444275196,-3.908644903,0.000000000,0.267297994,0.370938061,0.250463827
1766484451.280530,24569.000000000,1766484451.000000000,-15.128477705,-3.832004806,-0.457317077,0.270352828,0.372470863,0.235003097
1766484451.297021,24570.000000000,1766484451.000000000,-14.900410202,-4.061925095,-0.457317077,0.270352828,0.369405259,0.235003097
1766484451.312706,24571.000000000,1766484451.000000000,-14.748365200,-3.525444422,-0.609756103,0.267297994,0.372470863,0.247371681
1766484451.328434,24572.000000000,1766484451.000000000,-14.976432703,-3.985284999,-0.228658539,0.267297994,0.367872457,0.241187389
1766484451.344465,24573.000000000,1766484451.000000000,-14.596320198,-3.602084518,-0.228658539,0.270352828,0.369405259,0.250463827
1766484451.360382,24574.000000000,1766484451.000000000,-15.052455204,-3.832004806,-0.076219513,0.267297994,0.369405259,0.219542367
1766484451.377406,24575.000000000,1766484451.000000000,-14.596320198,-2.835683557,-0.152439026,0.270352828,0.364806853,0.238095243
1766484451.392967,24576.000000000,1766484451.000000000,-14.748365200,-4.368485479,-0.304878051,0.270352828,0.372470863,0.241187389
1766484451.408663,24577.000000000,1766484451.000000000,-15.128477705,-3.295524133,-0.076219513,0.271880245,0.370938061,0.235003097
1766484451.424425,24578.000000000,1766484451.000000000,-15.052455204,-4.061925095,-0.381097564,0.270352828,0.369405259,0.244279535
1766484451.440274,24579.000000000,1766484451.000000000,-14.900410202,-3.602084518,-0.457317077,0.270352828,0.374003665,0.235003097
1766484451.457276,24580.000000000,1766484451.000000000,-14.900410202,-4.138565191,-0.304878051,0.267297994,0.369405259,0.235003097
1766484451.472782,24581.000000000,1766484451.000000000,-14.900410202,-3.678724614,-0.457317077,0.267297994,0.369405259,0.247371681
1766484451.488462,24582.000000000,1766484451.000000000,-14.292230194,-3.218884037,-0.381097564,0.267297994,0.374003665,0.244279535
1766484451.504221,24583.000000000,1766484451.000000000,-14.900410202,-3.065603845,-0.304878051,0.270352828,0.374003665,0.248917754
1766484451.520798,24584.000000000,1766484451.000000000,-15.356545208,-3.832004806,-0.304878051,0.270352828,0.370938061,0.238095243
1766484451.536218,24585.000000000,1766484451.000000000,-14.140185191,-3.525444422,-0.304878051,0.267297994,0.370938061,0.241187389
1766484451.552597,24586.000000000,1766484451.000000000,-14.596320198,-4.445125575,-0.228658539,0.267297994,0.367872457,0.241187389
1766484451.568995,24587.000000000,1766484451.000000000,-14.748365200,-3.678724614,-0.381097564,0.270352828,0.372470863,0.238095243
1766484451.585461,24588.000000000,1766484451.000000000,-14.900410202,-4.445125575,-0.457317077,0.261188326,0.369405259,0.241187389
1766484451.600585,24589.000000000,1766484451.000000000,-14.596320198,-3.755364710,-0.457317077,0.267297994,0.369405259,0.238095243
1766484451.615772,24590.000000000,1766484451.000000000,-14.900410202,-3.065603845,-0.381097564,0.270352828,0.369405259,0.241187389
1766484451.632093,24591.000000000,1766484451.000000000,-14.292230194,-3.218884037,-0.457317077,0.267297994,0.374003665,0.244279535
1766484451.648437,24592.000000000,1766484451.000000000,-14.748365200,-3.372164230,-0.381097564,0.267297994,0.367872457,0.250463827
1766484451.664746,24593.000000000,1766484451.000000000,-14.900410202,-3.908644903,-0.152439026,0.267297994,0.370938061,0.238095243
1766484451.680661,24594.000000000,1766484451.000000000,-14.748365200,-4.138565191,-0.609756103,0.270352828,0.374003665,0.238095243
1766484451.695924,24595.000000000,1766484451.000000000,-15.052455204,-3.908644903,-0.457317077,0.267297994,0.375536467,0.244279535
1766484451.712487,24596.000000000,1766484451.000000000,-15.128477705,-3.985284999,-0.457317077,0.267297994,0.372470863,0.241187389
1766484451.728720,24597.000000000,1766484451.000000000,-15.204500206,-3.755364710,-0.533536590,0.267297994,0.374003665,0.244279535
1766484451.743935,24598.000000000,1766484451.000000000,-14.596320198,-3.985284999,-0.304878051,0.267297994,0.367872457,0.247371681
